122 , 22
186 , 415
302 , 3219
393 , 1001
576 , 23484
482 , 11388
972 , 1037
826 , 39634
697 , 25635
752 , 101239
794 , 235012
1524 , 201947
967 , 54979
989 , 294502
1066 , 256330
1199 , 261318
1227 , 28557
1660 , 109734
1543 , 119924
1582 , 164244
1757 , 1.19695e+06
1632 , 928522
3606 , 1.22059e+06
1866 , 561480
1902 , 1.95445e+06
2259 , 1.11069e+06
2223 , 1.12615e+06
2134 , 1.6175e+06
3387 , 597884
2804 , 2.87018e+06
2472 , 2.05913e+06
2565 , 1.18121e+06
2630 , 5.63854e+06
2634 , 281325
2790 , 1.14648e+06
2843 , 959106
2843 , 30104
2752 , 412753
2749 , 4.36078e+06
3089 , 5.1077e+06
3154 , 340599
3300 , 2.88553e+06
3282 , 1.1549e+06
3408 , 696933
3432 , 8.50355e+06
3868 , 1.59325e+07
3714 , 287987
3596 , 1.32071e+06
4503 , 3.25695e+06
3822 , 1.53625e+06
3762 , 2.20196e+07
3938 , 6.20331e+06
3940 , 1.47393e+07
3926 , 7.47539e+06
4686 , 8.65518e+06
4205 , 105093
5348 , 923296
4347 , 6.15452e+06
4853 , 2.41828e+07
4469 , 2.59572e+07
4725 , 3.84136e+07
6262 , 2.32879e+07
4911 , 1.75492e+07
5778 , 2.19711e+07
4751 , 3.90403e+07
4816 , 4.4989e+06
5054 , 1.87521e+07
5815 , 106126
6477 , 2.50133e+06
5089 , 6.04154e+07
8180 , 801578
6978 , 4.69944e+07
5580 , 3.9118e+07
5344 , 5.00283e+06
5960 , 2.32827e+06
5521 , 1.82054e+07
5648 , 3.33446e+07
5592 , 225205
6319 , 8.54712e+07
5915 , 3.58203e+06
6477 , 1.28062e+06
6004 , 5.13806e+07
5928 , 2.33368e+07
6946 , 2.95306e+07
6231 , 1.73786e+07
6899 , 4.82169e+07
6276 , 4.29664e+07
6641 , 1.0027e+08
6670 , 2.77e+07
6733 , 4.39291e+07
6905 , 24859
6523 , 1.09444e+07
6878 , 7.59076e+07
6797 , 1.20638e+07
6990 , 8.89736e+07
6792 , 1.1761e+08
7168 , 5.43141e+07
7339 , 590134
7790 , 6.90995e+07
7133 , 1.54791e+07
